2	2.65	4.65	2.57
2	2.65	5.65	2.57
2	2.65	6.65	2.57
2	2.65	7.65	2.57
2	2.65	8.65	2.57
2	3.65	3.65	2.57
2	3.65	4.65	2.57
2	3.65	5.65	2.57
2	3.65	6.65	2.57
2	3.65	7.65	2.57
2	3.65	8.65	2.57
2	3.65	9.65	2.57
2	4.65	2.65	2.57
2	4.65	3.65	2.57
2	4.65	4.65	2.57
2	4.65	5.65	2.57
2	4.65	6.65	2.57
2	4.65	7.65	2.57
2	4.65	8.65	2.57
2	4.65	9.65	2.57
2	4.65	10.65	2.57
2	5.65	2.65	2.57
2	5.65	3.65	2.57
2	5.65	4.65	2.57
2	5.65	5.65	2.57
2	5.65	6.65	2.57
2	5.65	7.65	2.57
2	5.65	8.65	2.57
2	5.65	9.65	2.57
2	5.65	10.65	2.57
2	6.65	2.65	2.57
2	6.65	3.65	2.57
2	6.65	4.65	2.57
2	6.65	5.65	2.57
2	6.65	6.65	2.57
2	6.65	7.65	2.57
2	6.65	8.65	2.57
2	6.65	9.65	2.57
2	6.65	10.65	2.57
2	7.65	2.65	2.57
2	7.65	3.65	2.57
2	7.65	4.65	2.57
2	7.65	5.65	2.57
2	7.65	6.65	2.57
2	7.65	7.65	2.57
2	7.65	8.65	2.57
2	7.65	9.65	2.57
2	7.65	10.65	2.57
2	8.65	2.65	2.57
2	8.65	3.65	2.57
2	8.65	4.65	2.57
2	8.65	5.65	2.57
2	8.65	6.65	2.57
2	8.65	7.65	2.57
2	8.65	8.65	2.57
2	8.65	9.65	2.57
2	8.65	10.65	2.57
2	9.65	3.65	2.57
2	9.65	4.65	2.57
2	9.65	5.65	2.57
2	9.65	6.65	2.57
2	9.65	7.65	2.57
2	9.65	8.65	2.57
2	9.65	9.65	2.57
2	10.65	4.65	2.57
2	10.65	5.65	2.57
2	10.65	6.65	2.57
2	10.65	7.65	2.57
2	10.65	8.65	2.57
2	1.65	4.65	3.57
2	1.65	5.65	3.57
2	1.65	6.65	3.57
2	1.65	7.65	3.57
2	1.65	8.65	3.57
2	2.65	2.65	3.57
2	2.65	3.65	3.57
3	2.65	4.65	3.57
3	2.65	5.65	3.57
3	2.65	6.65	3.57
3	2.65	7.65	3.57
3	2.65	8.65	3.57
2	2.65	9.65	3.57
2	2.65	10.65	3.57
2	3.65	2.65	3.57
3	3.65	3.65	3.57
3	3.65	4.65	3.57
3	3.65	5.65	3.57
3	3.65	6.65	3.57
3	3.65	7.65	3.57
3	3.65	8.65	3.57
3	3.65	9.65	3.57
2	3.65	10.65	3.57
2	4.65	1.65	3.57
3	4.65	2.65	3.57
3	4.65	3.65	3.57
3	4.65	4.65	3.57
3	4.65	5.65	3.57
3	4.65	6.65	3.57
3	4.65	7.65	3.57
3	4.65	8.65	3.57
3	4.65	9.65	3.57
3	4.65	10.65	3.57
2	4.65	11.65	3.57
2	5.65	1.65	3.57
3	5.65	2.65	3.57
3	5.65	3.65	3.57
3	5.65	4.65	3.57
3	5.65	5.65	3.57
3	5.65	6.65	3.57
3	5.65	7.65	3.57
3	5.65	8.65	3.57
3	5.65	9.65	3.57
3	5.65	10.65	3.57
2	5.65	11.65	3.57
2	6.65	1.65	3.57
3	6.65	2.65	3.57
3	6.65	3.65	3.57
3	6.65	4.65	3.57
3	6.65	5.65	3.57
3	6.65	6.65	3.57
3	6.65	7.65	3.57
3	6.65	8.65	3.57
3	6.65	9.65	3.57
3	6.65	10.65	3.57
2	6.65	11.65	3.57
2	7.65	1.65	3.57
3	7.65	2.65	3.57
3	7.65	3.65	3.57
3	7.65	4.65	3.57
3	7.65	5.65	3.57
3	7.65	6.65	3.57
3	7.65	7.65	3.57
3	7.65	8.65	3.57
3	7.65	9.65	3.57
3	7.65	10.65	3.57
2	7.65	11.65	3.57
2	8.65	1.65	3.57
3	8.65	2.65	3.57
3	8.65	3.65	3.57
3	8.65	4.65	3.57
3	8.65	5.65	3.57
3	8.65	6.65	3.57
3	8.65	7.65	3.57
3	8.65	8.65	3.57
3	8.65	9.65	3.57
3	8.65	10.65	3.57
2	8.65	11.65	3.57
2	9.65	2.65	3.57
3	9.65	3.65	3.57
3	9.65	4.65	3.57
3	9.65	5.65	3.57
3	9.65	6.65	3.57
3	9.65	7.65	3.57
3	9.65	8.65	3.57
3	9.65	9.65	3.57
2	9.65	10.65	3.57
2	10.65	2.65	3.57
2	10.65	3.65	3.57
3	10.65	4.65	3.57
3	10.65	5.65	3.57
3	10.65	6.65	3.57
3	10.65	7.65	3.57
3	10.65	8.65	3.57
2	10.65	9.65	3.57
2	10.65	10.65	3.57
2	11.65	4.65	3.57
2	11.65	5.65	3.57
2	11.65	6.65	3.57
2	11.65	7.65	3.57
2	11.65	8.65	3.57
2	1.65	3.65	4.57
2	1.65	4.65	4.57
2	1.65	5.65	4.57
2	1.65	6.65	4.57
2	1.65	7.65	4.57
2	1.65	8.65	4.57
2	1.65	9.65	4.57
2	2.65	2.65	4.57
3	2.65	3.65	4.57
3	2.65	4.65	4.57
3	2.65	5.65	4.57
3	2.65	6.65	4.57
3	2.65	7.65	4.57
3	2.65	8.65	4.57
3	2.65	9.65	4.57
2	2.65	10.65	4.57
2	3.65	1.65	4.57
3	3.65	2.65	4.57
3	3.65	3.65	4.57
3	3.65	4.65	4.57
3	3.65	5.65	4.57
3	3.65	6.65	4.57
3	3.65	7.65	4.57
3	3.65	8.65	4.57
3	3.65	9.65	4.57
3	3.65	10.65	4.57
2	3.65	11.65	4.57
2	4.65	1.65	4.57
3	4.65	2.65	4.57
3	4.65	3.65	4.57
3	4.65	4.65	4.57
3	4.65	5.65	4.57
